codepoint,value,subnormal
0x45,0x1.4p+1, 
0x46,0x1.8p+1, 
0x47,0x1.cp+1, 
0x48,0x1p+2, 
0x49,0x1.4p+2, 
0x4a,0x1.8p+2, 
0x4b,0x1.cp+2, 
0x4c,0x1p+3, 
0x4d,0x1.4p+3, 
0x4e,0x1.8p+3, 
0x4f,0x1.cp+3, 
0x50,0x1p+4, 
0x51,0x1.4p+4, 
0x52,0x1.8p+4, 
0x53,0x1.cp+4, 
0x54,0x1p+5, 
0x55,0x1.4p+5, 
0x56,0x1.8p+5, 
0x57,0x1.cp+5, 
0x58,0x1p+6, 
0x59,0x1.4p+6, 
0x5a,0x1.8p+6, 
0x5b,0x1.cp+6, 
0x5c,0x1p+7, 
0x5d,0x1.4p+7, 
0x5e,0x1.8p+7, 
0x5f,0x1.cp+7, 
0x60,0x1p+8, 
0x61,0x1.4p+8, 
0x62,0x1.8p+8, 
0x63,0x1.cp+8, 
0x64,0x1p+9, 
0x65,0x1.4p+9, 
0x66,0x1.8p+9, 
0x67,0x1.cp+9, 
0x68,0x1p+10, 
0x69,0x1.4p+10, 
0x6a,0x1.8p+10, 
0x6b,0x1.cp+10, 
0x6c,0x1p+11, 
0x6d,0x1.4p+11, 
0x6e,0x1.8p+11, 
0x6f,0x1.cp+11, 
0x70,0x1p+12, 
0x71,0x1.4p+12, 
0x72,0x1.8p+12, 
0x73,0x1.cp+12, 
0x74,0x1p+13, 
0x75,0x1.4p+13, 
0x76,0x1.8p+13, 
0x77,0x1.cp+13, 
0x78,0x1p+14, 
0x79,0x1.4p+14, 
0x7a,0x1.8p+14, 
0x7b,0x1.cp+14, 
0x7c,0x1p+15, 
0x7d,0x1.4p+15, 
0x7e,0x1.8p+15, 
0x7f,Inf, 
0x80,Inf, 
0x81,-0x0.8p-16,*
0x82,-0x0.1p-12,*
0x83,-0x0.18p-12,*
0x84,-0x1p-15, 
0x85,-0x1.4p-15, 
0x86,-0x1.8p-15, 
0x87,-0x1.cp-15, 
0x88,-0x1p-14, 
0x89,-0x1.4p-14, 
0x8a,-0x1.8p-14, 
0x8b,-0x1.cp-14, 
0x8c,-0x1p-13, 
0x8d,-0x1.4p-13, 
0x8e,-0x1.8p-13, 
0x8f,-0x1.cp-13, 
0x90,-0x1p-12, 
0x91,-0x1.4p-12, 
0x92,-0x1.8p-12, 
0x93,-0x1.cp-12, 
0x94,-0x1p-11, 
0x95,-0x1.4p-11, 
0x96,-0x1.8p-11, 
0x97,-0x1.cp-11, 
0x98,-0x1p-10, 
0x99,-0x1.4p-10, 
0x9a,-0x1.8p-10, 
0x9b,-0x1.cp-10, 
0x9c,-0x1p-9, 
0x9d,-0x1.4p-9, 
0x9e,-0x1.8p-9, 
0x9f,-0x1.cp-9, 
0xa0,-0x1p-8, 
0xa1,-0x1.4p-8, 
0xa2,-0x1.8p-8, 
0xa3,-0x1.cp-8, 
0xa4,-0x1p-7, 
0xa5,-0x1.4p-7, 
0xa6,-0x1.8p-7, 
0xa7,-0x1.cp-7, 
0xa8,-0x1p-6, 
0xa9,-0x1.4p-6, 
0xaa,-0x1.8p-6, 
0xab,-0x1.cp-6, 
0xac,-0x1p-5, 
0xad,-0x1.4p-5, 
0xae,-0x1.8p-5, 
0xaf,-0x1.cp-5, 
0xb0,-0x1p-4, 
0xb1,-0x1.4p-4, 
0xb2,-0x1.8p-4, 
0xb3,-0x1.cp-4, 
0xb4,-0x1p-3, 
0xb5,-0x1.4p-3, 
0xb6,-0x1.8p-3, 
0xb7,-0x1.cp-3, 
0xb8,-0x1p-2, 
0xb9,-0x1.4p-2, 
0xba,-0x1.8p-2, 
0xbb,-0x1.cp-2, 
0xbc,-0x1p-1, 
0xbd,-0x1.4p-1, 
0xbe,-0x1.8p-1, 
0xbf,-0x1.cp-1, 
0xc0,-0x1p+0, 
0xc1,-0x1.4p+0, 
0xc2,-0x1.8p+0, 
0xc3,-0x1.cp+0, 
0xc4,-0x1p+1, 
0xc5,-0x1.4p+1, 
0xc6,-0x1.8p+1, 
0xc7,-0x1.cp+1, 
0xc8,-0x1p+2, 
0xc9,-0x1.4p+2, 
0xca,-0x1.8p+2, 
0xcb,-0x1.cp+2, 
0xcc,-0x1p+3, 
0xcd,-0x1.4p+3, 
0xce,-0x1.8p+3, 
0xcf,-0x1.cp+3, 
0xd0,-0x1p+4, 
0xd1,-0x1.4p+4, 
0xd2,-0x1.8p+4, 
0xd3,-0x1.cp+4, 
0xd4,-0x1p+5, 
0xd5,-0x1.4p+5, 
0xd6,-0x1.8p+5, 
0xd7,-0x1.cp+5, 
0xd8,-0x1p+6, 
0xd9,-0x1.4p+6, 
0xda,-0x1.8p+6, 
0xdb,-0x1.cp+6, 
0xdc,-0x1p+7, 
0xdd,-0x1.4p+7, 
0xde,-0x1.8p+7, 
0xdf,-0x1.cp+7, 
0xe0,-0x1p+8, 
0xe1,-0x1.4p+8, 
0xe2,-0x1.8p+8, 
0xe3,-0x1.cp+8, 
0xe4,-0x1p+9, 
0xe5,-0x1.4p+9, 
0xe6,-0x1.8p+9, 
0xe7,-0x1.cp+9, 
0xe8,-0x1p+10, 
0xe9,-0x1.4p+10, 
0xea,-0x1.8p+10, 
0xeb,-0x1.cp+10, 
0xec,-0x1p+11, 
0xed,-0x1.4p+11, 
0xee,-0x1.8p+11, 
0xef,-0x1.cp+11, 
0xf0,-0x1p+12, 
0xf1,-0x1.4p+12, 
0xf2,-0x1.8p+12, 
0xf3,-0x1.cp+12, 
0xf4,-0x1p+13, 
0xf5,-0x1.4p+13, 
0xf6,-0x1.8p+13, 
0xf7,-0x1.cp+13, 
0xf8,-0x1p+14, 
0xf9,-0x1.4p+14, 
0xfa,-0x1.8p+14, 
0xfb,-0x1.cp+14, 
0xfc,-0x1p+15, 
0xfd,-0x1.4p+15, 
0xfe,-0x1.8p+15, 
0xff,-Inf, 
