codepoint,value,subnormal
0x60,0x0.cp+0,*
0x61,0x0.c2p+0,*
0x62,0x0.c4p+0,*
0x63,0x0.c6p+0,*
0x64,0x0.c8p+0,*
0x65,0x0.cap+0,*
0x66,0x0.ccp+0,*
0x67,0x0.cep+0,*
0x68,0x0.dp+0,*
0x69,0x0.d2p+0,*
0x6a,0x0.d4p+0,*
0x6b,0x0.d6p+0,*
0x6c,0x0.d8p+0,*
0x6d,0x0.dap+0,*
0x6e,0x0.dcp+0,*
0x6f,0x0.dep+0,*
0x70,0x0.ep+0,*
0x71,0x0.e2p+0,*
0x72,0x0.e4p+0,*
0x73,0x0.e6p+0,*
0x74,0x0.e8p+0,*
0x75,0x0.eap+0,*
0x76,0x0.ecp+0,*
0x77,0x0.eep+0,*
0x78,0x0.fp+0,*
0x79,0x0.f2p+0,*
0x7a,0x0.f4p+0,*
0x7b,0x0.f6p+0,*
0x7c,0x0.f8p+0,*
0x7d,0x0.fap+0,*
0x7e,0x0.fcp+0,*
0x7f,0x0.fep+0,*
0x80,0x1p+0, 
0x81,0x1.02p+0, 
0x82,0x1.04p+0, 
0x83,0x1.06p+0, 
0x84,0x1.08p+0, 
0x85,0x1.0ap+0, 
0x86,0x1.0cp+0, 
0x87,0x1.0ep+0, 
0x88,0x1.1p+0, 
0x89,0x1.12p+0, 
0x8a,0x1.14p+0, 
0x8b,0x1.16p+0, 
0x8c,0x1.18p+0, 
0x8d,0x1.1ap+0, 
0x8e,0x1.1cp+0, 
0x8f,0x1.1ep+0, 
0x90,0x1.2p+0, 
0x91,0x1.22p+0, 
0x92,0x1.24p+0, 
0x93,0x1.26p+0, 
0x94,0x1.28p+0, 
0x95,0x1.2ap+0, 
0x96,0x1.2cp+0, 
0x97,0x1.2ep+0, 
0x98,0x1.3p+0, 
0x99,0x1.32p+0, 
0x9a,0x1.34p+0, 
0x9b,0x1.36p+0, 
0x9c,0x1.38p+0, 
0x9d,0x1.3ap+0, 
0x9e,0x1.3cp+0, 
0x9f,0x1.3ep+0, 
0xa0,0x1.4p+0, 
0xa1,0x1.42p+0, 
0xa2,0x1.44p+0, 
0xa3,0x1.46p+0, 
0xa4,0x1.48p+0, 
0xa5,0x1.4ap+0, 
0xa6,0x1.4cp+0, 
0xa7,0x1.4ep+0, 
0xa8,0x1.5p+0, 
0xa9,0x1.52p+0, 
0xaa,0x1.54p+0, 
0xab,0x1.56p+0, 
0xac,0x1.58p+0, 
0xad,0x1.5ap+0, 
0xae,0x1.5cp+0, 
0xaf,0x1.5ep+0, 
0xb0,0x1.6p+0, 
0xb1,0x1.62p+0, 
0xb2,0x1.64p+0, 
0xb3,0x1.66p+0, 
0xb4,0x1.68p+0, 
0xb5,0x1.6ap+0, 
0xb6,0x1.6cp+0, 
0xb7,0x1.6ep+0, 
0xb8,0x1.7p+0, 
0xb9,0x1.72p+0, 
0xba,0x1.74p+0, 
0xbb,0x1.76p+0, 
0xbc,0x1.78p+0, 
0xbd,0x1.7ap+0, 
0xbe,0x1.7cp+0, 
0xbf,0x1.7ep+0, 
0xc0,0x1.8p+0, 
0xc1,0x1.82p+0, 
0xc2,0x1.84p+0, 
0xc3,0x1.86p+0, 
0xc4,0x1.88p+0, 
0xc5,0x1.8ap+0, 
0xc6,0x1.8cp+0, 
0xc7,0x1.8ep+0, 
0xc8,0x1.9p+0, 
0xc9,0x1.92p+0, 
0xca,0x1.94p+0, 
0xcb,0x1.96p+0, 
0xcc,0x1.98p+0, 
0xcd,0x1.9ap+0, 
0xce,0x1.9cp+0, 
0xcf,0x1.9ep+0, 
0xd0,0x1.ap+0, 
0xd1,0x1.a2p+0, 
0xd2,0x1.a4p+0, 
0xd3,0x1.a6p+0, 
0xd4,0x1.a8p+0, 
0xd5,0x1.aap+0, 
0xd6,0x1.acp+0, 
0xd7,0x1.aep+0, 
0xd8,0x1.bp+0, 
0xd9,0x1.b2p+0, 
0xda,0x1.b4p+0, 
0xdb,0x1.b6p+0, 
0xdc,0x1.b8p+0, 
0xdd,0x1.bap+0, 
0xde,0x1.bcp+0, 
0xdf,0x1.bep+0, 
0xe0,0x1.cp+0, 
0xe1,0x1.c2p+0, 
0xe2,0x1.c4p+0, 
0xe3,0x1.c6p+0, 
0xe4,0x1.c8p+0, 
0xe5,0x1.cap+0, 
0xe6,0x1.ccp+0, 
0xe7,0x1.cep+0, 
0xe8,0x1.dp+0, 
0xe9,0x1.d2p+0, 
0xea,0x1.d4p+0, 
0xeb,0x1.d6p+0, 
0xec,0x1.d8p+0, 
0xed,0x1.dap+0, 
0xee,0x1.dcp+0, 
0xef,0x1.dep+0, 
0xf0,0x1.ep+0, 
0xf1,0x1.e2p+0, 
0xf2,0x1.e4p+0, 
0xf3,0x1.e6p+0, 
0xf4,0x1.e8p+0, 
0xf5,0x1.eap+0, 
0xf6,0x1.ecp+0, 
0xf7,0x1.eep+0, 
0xf8,0x1.fp+0, 
0xf9,0x1.f2p+0, 
0xfa,0x1.f4p+0, 
0xfb,0x1.f6p+0, 
0xfc,0x1.f8p+0, 
0xfd,0x1.fap+0, 
0xfe,Inf, 
0xff,NaN, 
